A:\digitclutter\4digits\image_0000,occlusion,4,512,512,9,0.06108756916237451,0.14795182924747058,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.048213880118023245,0.06989680868103641,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.2442313440236116,-0.10390321161989242,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.2637783987863705,-0.011717977334917307,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0001,occlusion,4,512,512,3,0.20888682266543757,0.04049348193950715,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.11298520273487433,-0.02482858091724431,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.08725109678436799,-0.04185441153495738,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.25229783156330393,0.14324490803537748,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0002,occlusion,4,512,512,1,-0.0737856708076566,0.26598651095697307,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,0.11215970914259349,-0.011844599795721375,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.12103717067126385,-0.10223803430857413,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.19902160329584306,-0.09991346163824373,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0003,occlusion,4,512,512,5,-0.01077645697747348,0.18165806234220938,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.07104086036214555,0.26538732348122773,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.09265520843608055,-0.04659430894173765,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,0.24166820325526367,0.25988534308821437,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0004,occlusion,4,512,512,6,0.20719242938494625,0.1269100868771687,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.2853420368837079,0.03478035468361039,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,0.0032755692022400362,0.17388648928929346,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.03128961785523371,0.07329508386526383,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0005,occlusion,4,512,512,9,0.033468971911224055,0.14693629402238062,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,-0.043685107010074664,0.12279040523015612,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.10286984184328665,-0.02148639907524018,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,0.18736062186975322,0.21161019184595203,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0006,occlusion,4,512,512,1,0.1448812394651411,0.2537413956612672,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,0.1893267696465461,0.2468431468092802,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.16632907184781193,-0.08546827703966693,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.20473406185217075,0.19982358571279224,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0007,occlusion,4,512,512,4,0.22271575286099005,0.17684304855481064,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.023695984787328317,0.24931910366435922,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,-0.19093396530177797,0.16963625109373093,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.2207659047578519,-0.10410566022234195,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0008,occlusion,4,512,512,7,-0.01591527906773821,0.06879967584789133,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,-0.2769999264670163,-0.06164661707568504,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,0.240965959453259,0.15131772521610132,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.2776371131009108,0.11706409396317426,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0009,occlusion,4,512,512,0,-0.00023021675572632017,0.1446452113591281,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.08380342853484629,-0.003237634404466977,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,0.0973751879587631,0.000300432857918434,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,0.2026575735892306,-0.029397371954128795,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
