A:\digitclutter\4digits\image_0000,occlusion,4,512,512,4,-0.08799296644878188,-0.0748013387776081,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.21925498421474515,0.07044235366609376,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,0.08362368740579779,-0.003111625272965962,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.06289047350837668,0.22154263102064192,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0001,occlusion,4,512,512,6,0.18171533092683073,-0.019919136104184193,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.2645199872938405,0.15461444388116224,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,0.18381498717096822,0.09734686669480812,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,0.04274765196378405,0.09972156980010756,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0002,occlusion,4,512,512,3,0.1487253681359958,-0.016253895797736534,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,-0.26738230291258797,0.14306344295634854,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.16951825922663788,0.19874793396730056,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.060850839016349134,0.20250615071541067,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0003,occlusion,4,512,512,8,0.005143173181545113,-0.11253130210971156,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,-0.08877892330200315,0.13997485144938177,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,0.022867003043119616,0.03587593213686539,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,0.2052301951416841,0.2309624038387606,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0004,occlusion,4,512,512,7,0.27851735535821825,0.01983506979509904,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,-0.14813567675819772,-0.09975306981370931,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,-0.15756288738529853,0.026390136262234395,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.2509709159897883,-0.10357963910458189,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0005,occlusion,4,512,512,6,-0.027559289912152063,0.2601477622336968,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.2815111980161152,0.2184252448535387,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,0.20723350115332795,-0.010009649494253842,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,-0.2539306591762335,0.2193360506898176,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0006,occlusion,4,512,512,9,0.28846541639000495,-0.05528201273015586,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.14421220198054457,0.255410336960986,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,-0.27831347642568877,0.06627765637660561,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,-0.20087904684724736,0.26268968766790707,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0007,occlusion,4,512,512,0,-0.04840236981503493,-0.04145666933317159,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.22315927214972248,0.02863674880150381,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.023455743501953397,0.1033977650744053,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.20295206610953648,0.03812268474546808,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0008,occlusion,4,512,512,0,-0.18917086693308455,0.09734307571390173,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,-0.011793272571834157,0.058405229302359016,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.08610889774935954,0.11039613169762107,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,-0.05748300367357306,0.18555167273676337,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\4digits\image_0009,occlusion,4,512,512,8,0.1882825311331061,0.017190112139248218,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,0.09233023248049527,-0.07795382739800445,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,-0.09249718866085671,0.19045224315692705,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,-0.20038100260233677,-0.01917373118621382,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
