A:\digitclutter\5digits\image_0000,occlusion,5,512,512,3,0.2273709712469339,0.23308666744498852,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,-0.1995783680843027,0.22193844867190599,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,-0.025722326088313874,0.18863858556473384,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.18280624395270914,0.15149992199987444,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.10979529451316178,-0.0004780868116003867,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0001,occlusion,5,512,512,0,0.1605317964672649,0.2089960585551327,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,-0.26388460342042097,-0.02062920333019827,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,-0.23198907629944354,0.034024601904164495,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.25727560878221184,-0.001464785871924501,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.10340195830760196,0.08070334178592058,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0002,occlusion,5,512,512,4,0.04099034404148605,0.20536693603654843,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,0.15964902084646276,0.2069034974025551,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.0018945660334411252,-0.006038268827516041,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,-0.13649446728261636,-0.07394665315403155,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.24875572558614992,0.12388375896705427,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0003,occlusion,5,512,512,1,0.12260068377488537,0.22572135658838943,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.25031836352800146,0.15859904170306016,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.028871474987208823,0.03050748705922375,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,0.05995632233610915,-0.10834833146663612,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,0.11213578360721738,-0.09269182060393698,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0004,occlusion,5,512,512,0,0.11739552840142642,0.04109475629378244,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.1530123451767745,-0.002203534332254231,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.2171314909988708,-0.02669435849054541,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.08019850401183004,0.023084520807451228,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,-0.2590855615353429,0.01759138251718688,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0005,occlusion,5,512,512,7,-0.12914029375882743,0.05170823692950573,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.26780128142440457,0.13439657383022202,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,-0.16738425849661,0.19085793868745615,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.020900003635119235,0.1789833076812642,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.0798224760430841,0.21446919538632797,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0006,occlusion,5,512,512,4,-0.26444732399594684,-0.08403924843092979,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,-0.09463740664913789,0.08126150486499865,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.13491139108691214,0.05029511891362222,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.09519468194328057,-0.004084398653360716,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,0.1451866987410908,0.025606937398114246,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0007,occlusion,5,512,512,0,0.13861895189597678,0.14178767719045055,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.10984731644499113,0.13709412928338754,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,-0.22409891757766912,8.980897361482443e-05,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.23777920960767296,0.18174677686255436,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,0.2735474623227095,0.18924800470453818,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0008,occlusion,5,512,512,4,-0.05919451368718184,0.14815995777143925,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.010240080760463899,0.02278644434155587,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.17304225715071445,0.1605938365457828,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.25630128333490415,0.24349815288818183,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.1671382245008664,-0.004986149219529681,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0009,occlusion,5,512,512,0,0.15706099592566308,0.059233705497349534,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.14572186405527204,0.23046767717320144,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,-0.14932660388096677,0.11102407429509652,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.052449854964918885,-0.11203973198656052,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.1443695158157837,0.16122073032698336,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
