A:\digitclutter\3digits\image_0000,occlusion,3,512,512,6,0.2522887052233174,-0.07170431148931565,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.11424624348529128,0.2337992378454118,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.12110252019392198,0.02293094691825716,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0001,occlusion,3,512,512,9,-0.24340831284063227,-0.10231439388820275,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,0.013818092765823298,-0.06405493561559018,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,-0.09631570780310406,0.19393255924538577,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0002,occlusion,3,512,512,4,0.09046705746526257,-0.05198309211227402,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,0.06353050752487738,-0.07601512252470057,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.18130979188039137,-0.0946291298183073,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0003,occlusion,3,512,512,0,0.20442075628160078,0.06749618070880965,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,0.08724011877950538,0.09132319466142531,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.05788279992747611,0.23383224692161148,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0004,occlusion,3,512,512,4,0.23106983357266214,-0.08072880006523463,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.1505403191035477,-0.03785076441799158,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.1972077712315798,0.22797396034468959,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0005,occlusion,3,512,512,7,0.15746448942500518,0.19294380444538622,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.05702165389071556,0.11601826855038132,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,-0.0002549499036471059,0.21247966488614506,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0006,occlusion,3,512,512,9,0.25500952418328166,0.17677509639991007,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.047746627666267916,-0.05816887835625191,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,-0.0809189851593444,0.16963959312870613,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0007,occlusion,3,512,512,8,0.08829957359034268,-0.06682648517506233,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.09225089680016299,0.09606989719559524,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.21089708404518243,-0.02785053076928344,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0008,occlusion,3,512,512,5,-0.18929138309220128,0.17979611742056523,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.058332914862015084,0.18211021534805022,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.1369380623152911,0.11222437784051724,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0009,occlusion,3,512,512,0,0.15752518929554965,-0.03740903318326945,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.12134829218384721,-0.11237254287580713,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.02070242097385866,0.0194922662544514,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0010,occlusion,3,512,512,8,0.14481087331968306,0.10702149633427317,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,0.037905817171009715,-0.017280665064002623,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,-0.07240343654695464,0.025225959506625525,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0011,occlusion,3,512,512,9,0.050612346192873525,0.21420555052480694,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.0495017512696132,0.23411137894453848,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,0.07539502037188861,-0.03218181592323818,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0012,occlusion,3,512,512,6,0.09263062466468258,-0.029015912324756143,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.27646955017215596,0.21858868662401532,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.12063767945977782,0.13951308782653776,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0013,occlusion,3,512,512,9,0.26354472598278583,0.12237570663787838,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.27965431660839785,-0.098778584022941,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,-0.19470317341613572,0.11693084079997283,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0014,occlusion,3,512,512,8,0.09287940254515781,0.21161003952580643,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.2858623685962186,0.12208687763430905,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,-0.1767786202172738,0.08379454816572467,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0015,occlusion,3,512,512,4,0.028712360435059703,0.03748226237214562,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,0.11222921499256627,-0.03329166969001604,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.024078352246149903,0.09105190559782834,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0016,occlusion,3,512,512,6,0.10556224183161095,0.011117177634943479,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.26880558559725154,0.15771578482052923,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,0.21566184125406146,0.17292373490620616,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0017,occlusion,3,512,512,8,0.1691298491498776,0.015496137558206766,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,0.04305994563719501,-0.09394236857384029,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.20763740143783976,0.13055331100797302,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0018,occlusion,3,512,512,7,0.08654143207059495,0.19412849690866624,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.21667041216831434,0.11144462533911641,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.019074555872556853,0.1339882690530128,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\3digits\image_0019,occlusion,3,512,512,9,0.2596197379597323,0.051985288942135874,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,-0.18882190745277028,0.05409748559351625,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,-0.032005883258795,0.24765348239431634,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
