A:\digitclutter\5digits\image_0000,occlusion,5,512,512,0,0.12246686873668394,0.08667460681951288,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.22387120161086518,-0.04221259983253675,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,-0.23568827119151448,-0.10059968916292479,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.2691729105492992,0.028232867018675514,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.08367924890377854,0.021278805367733064,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0001,occlusion,5,512,512,0,0.04667399316819498,0.14020803405822901,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.14098273830109154,-0.023666742224082882,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.23545941821291427,0.14032327609603884,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.12251994763808549,0.17182073165424877,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.009187226543149352,0.04279034530118957,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0002,occlusion,5,512,512,9,0.08495720740387303,0.17698262293001593,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.13370053181322458,0.016027460005992186,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.2262978926142422,0.20331343600524077,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.11708399415315612,0.13668918444734068,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,-0.22031558320526798,-0.09175691718744462,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0003,occlusion,5,512,512,7,0.0828810264071963,0.04476910965508367,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,0.1399102740099194,0.11262356538702938,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.12043588610131684,0.027172828994429146,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,0.179808820869581,-0.05867234771586251,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.27507225808912467,-0.10338327468025237,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0004,occlusion,5,512,512,1,0.266970525044434,0.038324733350713944,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,-0.0848736909492041,-0.05374152216306323,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,-0.25829291207102095,-0.07377593018166716,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,-0.2685509802397342,-0.0032509729098486873,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,-0.15645605701883109,0.21401497604828668,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0005,occlusion,5,512,512,5,0.1160505168865128,0.11550549699406525,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,0.09845384349208036,0.24275010460469199,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,-0.00121937981243736,-0.06563653822295111,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,-0.19798688247579893,0.13361415442911329,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.12302582080147442,-0.005603050276447891,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0006,occlusion,5,512,512,0,0.20384918287006104,0.2245565726837721,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.0184372250850543,-0.006267469149896662,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,0.12649840148560598,0.055522601260405466,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,0.10511812783392432,0.2501911598024043,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.2315790058688832,0.18272281832934184,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0007,occlusion,5,512,512,2,-0.1584810371929135,-0.06459475116555378,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.2594802584354879,0.07331550121323908,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.18240595562173978,0.22631572475673,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,-0.18286323796162857,0.0074291669423103834,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.15342411789204344,0.015648235423092585,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0008,occlusion,5,512,512,5,-0.2538845513971879,0.03737630612550667,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.1100398074380175,0.03467068278859421,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.258700352976118,0.1938016352629795,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,0.0094024753480072,0.15060384082860184,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,-0.11378639681682443,-0.09888396077031537,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0009,occlusion,5,512,512,9,-0.24661248694860302,0.030880519869993087,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.05398970322470631,0.08772795401329568,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,-0.27954613008452184,0.21391805970110245,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,-0.23534331970423522,0.11941421103764956,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.09377375926979087,-0.04080763928640643,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0010,occlusion,5,512,512,1,-0.22423078617967745,-0.012386714776347882,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.2816797464421272,0.20353585595109974,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,0.10647912300034379,0.2607130014488683,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.22644818264642813,0.26468422489599636,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,0.25973954174250463,0.19838419183422534,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0011,occlusion,5,512,512,2,-0.1828285724452544,0.22848927811673436,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,0.23518385810009151,0.17018797256677765,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,0.2825323543737083,-0.04232096637121706,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,0.21253158044355597,0.00844111839574302,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,-0.2780103597296355,0.19561064315586385,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0012,occlusion,5,512,512,4,-0.2793597133665418,0.1823183296602922,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,-0.08481961953315112,-0.045983868177281575,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,3,0.0012623666277347678,0.23145674177647968,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,-0.1257632662527944,0.11222619144415295,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,-0.2573933060822743,0.1434784645498759,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0013,occlusion,5,512,512,1,-0.071883418854747,-0.006262512326866879,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,5,0.04102271410339381,-0.0793205469641129,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,0.06127087200029735,-0.06630808877205895,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,-0.15054745397956598,-0.03463340324616128,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,0,-0.06156754501957379,0.13612628569275287,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0014,occlusion,5,512,512,3,-0.018349536334371364,0.030155276512971466,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,0.059255078600691014,-0.00934786811658428,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,6,0.05713653298423366,0.08838390084540225,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,7,0.1769949990440674,0.14243809327642476,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,8,-0.0013614511237438065,-0.10374744411090624,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
A:\digitclutter\5digits\image_0015,occlusion,5,512,512,6,-0.20623807700019342,0.2191623457627916,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,4,0.20014692011383062,0.1948578731562432,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,1,0.2564379735368489,0.22209192783957626,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,9,0.048775806543215894,0.08822418442119605,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20,2,-0.10457576171133429,-0.08171761156092307,1,1,arial-bold,384,0,0,0,1.0,255,255,255,1.0,20
